content,author,label
"JE Jacek Czaputowicz nie chce wpuścić do Polski p.Dawida Irvinga, bo „Jego POGLĄDY SĄ SPRZECZNE Z POLSKIM PRAWEM” (!!) Przypominam, że zgodnie z prawem to nie ja czy p.Irving mamy dowodzić, że Hitler NIE wiedział o Holokauście - dowieść trzeba, że wiedział! https://t.co/ZwGQnVXvKQ pic.twitter.com/RTw1jnA518— Janusz.Korwin.Mikke (@JkmMikke) 8 kwietnia 2019",Janusz Korwin-Mikke,Manipulacja
Minimalna emerytura podczas rządów Zjednoczonej Prawicy wzrosła o 25%.,Elżbieta Rafalska,Prawda
"Wygląda na to, że mamy do czynienia z politykiem, który założył maskę związkowca, a który ma cele polityczne, które chce zrealizować, (Sławomir Broniarz – przyp. Demagog) był przecież posłem SLD.",Mariusz Błaszczak,Fałsz
"Po pierwsze podwójna, przyspieszona podwyżka w 2019 to jest 15% podwyżki, od września 2019 roku, jeżeli dodamy do tego podwyżkę kwietniową i waloryzację, to na przykład dla nauczyciela dyplomowanego to jest wzrost o 708 złotych w zasadniczym wynagrodzeniu",Anna Zalewska,Prawda
"Międzynarodowy Fundusz Walutowy podniósł prognozy wzrostu PKB Polski na rok 2019 z 3,5 do 3,8 procent, a także obniżył prognozę inflacji CPI do 2 procent. Rekordowo niski będzie także poziom bezrobocia. To kolejny dowód, że nasza polityka wspiera dynamiczny rozwój gospodarczy.— Mateusz Morawiecki (@MorawieckiM) 11 kwietnia 2019",Mateusz Morawiecki,Prawda
"Z ustaleń NIK wynika (…) że co piąta gmina nie zapewnia osobom starszym opieki w miejscu zamieszkania, choć należy to do obowiązków gminy.",Paulina Hennig-Kloska,Prawda
"W ciągu ostatnich 8–10 lat nauczycieli w Polsce przybyło około 9%, natomiast osób uczących się, czyli uczniów, ubyło o 16%.",Michał Dworczyk,Fałsz
Zwiększyliśmy dochody naszego budżetu o ponad 100 miliardów złotych – z poziomu 283 miliardów w 2014 roku na 386 miliardów w tym roku.,Adam Bielan,Prawda
"Kilka lat temu przeprowadzono badania rzeczywiście bardzo szerokie na podstawie tego, co sami nauczyciele twierdzili, i wyszło z tych badań, że nauczyciel przeciętny pracuje nie więcej niż 30 godzin, nawet z tymi dodatkowymi zajęciami, które nie wiążą się z pracą przy tablicy.",Jacek Sasin,Fałsz
"W końcu 2014 r., na kilka miesięcy przed rosyjskim atakiem na Krym prezydent Bronisław Komorowski i gen. Stanisław Koziej publikują „Strategię Bezpieczeństwa Narodowego Rzeczypospolitej Polskiej” i m.in. stwierdzają, że w Europie przez najbliższe 20 lat nie będzie wojny, a Rosja może stać się naszym sojusznikiem!",Antoni Macierewicz,Fałsz
"Trzynasta emerytura to była nasza propozycja, Grzegorz Schetyna mówił o tym już dwa i pół roku temu.",Małgorzata Kidawa-Błońska,Manipulacja
"Nie zgadzam się na to, by rząd znajdował 500 zł na krowę, a nie znajdował 1000 zł na nauczycieli. Nie godzę się na to, by PiS znajdował ponad miliard złotych na propagandę, a nie znajdował na edukację.",Kamila Gasiuk-Pihowicz,Manipulacja
"Dzisiaj mamy pół miliona emerytów, którzy dostają emeryturę poniżej tysiąca złotych.",Robert Biedroń,Fałsz
"W marcu akceptacja obecności Polski w Unii Europejskiej osiągnęła rekordowy poziom, najwyższy od 2004 r., czyli 91%.",Paulina Hennig-Kloska,Prawda
Gdybyśmy przestali finansować lekcje religii z publicznych pieniędzy to w 3 lata spłacilibyśmy zadłużenie wszystkich szpitali w Polsce.,Robert Biedroń,Fałsz
"Codziennie kościoły we Francji są atakowane, profanowane, podpalane.",Ryszard Czarnecki,Manipulacja
"Proszę sobie wyobrazić, że przez lata przed moim przyjściem do MON pracownicy cywilni wojska i żołnierze nie otrzymywali podwyżek.",Antoni Macierewicz,Manipulacja
Dlatego nie chcę widzieć kościołów – 24 kościołów spalonych w ciągu tygodnia we Francji.,Dominik Tarczyński,Fałsz
"Ja przypomnę, że pięć lat temu PO wygrała wybory europejskie różnicą trzech promili – 25 tysięcy głosów.",Adam Bielan,Prawda
"W tym roku zanotowaliśmy już prawie 3000 pożarów w lasach, to jest dwa razy tyle więcej niż rok temu o tej porze.",Henryk Kowalczyk,Prawda
"Już w lutym 2018 r., wspólnie z Prawicą RP złożyliśmy projekt uchwały Sejmu potwierdzający złotego jako naszą walutę narodową. PiS wrzucił ten projekt do sejmowej zamrażarki, a po roku wyszedł z projektem deklaracji w tej sprawie.",Stanisław Tyszka,Prawda
Największą umieralność (na nowotwory złośliwe – przyp. red.) w Europie po Węgrzech i Chorwacji ma Polska.,Grzegorz Lipiec,Prawda
Podatek dochodowy to jest jedynie 15% wpływu do budżetu państwa.,Tomasz Grabarczyk,Manipulacja
"Dzięki zbiornikowi retencyjnemu Bieżanów na rzece Serafa mieszkańcy Starego Bieżanowa w Krakowie mogą czuć się bezpieczniej. Zbiornik – wybudowany w pełni ze środków krajowych – szczególnie w tym roku uchronił tereny, które wcześniej były wielokrotnie zalewane. pic.twitter.com/zjKFlm5FLW— Mateusz Morawiecki (@MorawieckiM) May 23, 2019",Mateusz Morawiecki,Fałsz
"W Polsce w poprzednich latach odstrzeliwano rocznie średnio ok. 200 tys. dzików, może trochę mniej. Niemcy pozbawiają życia 800 tysięcy dzików rocznie.",Zbigniew Gryglas,Fałsz
"Wydaliśmy jako kraj członkowski Unii Europejskiej najwięcej zezwoleń, czyli ok. 700 tys., na pobyt ze względu na pracę.",Renata Szczęch,Manipulacja
"Panie Premierze! (…) Chcę panu powiedzieć, że w latach 2008–2015 ceny energii wzrosły o 12%, ale inflacja w tym czasie wynosiła 18%.",Marek Sawicki,Manipulacja
"Czesi bardzo jednoznacznie podjęli decyzję o tym, żeby chińskie produkty i usługi wycofać i zdecydować o zamknięciu pewnej przestrzeni państwowej dla tych firm.",Stanisław Żaryn,Manipulacja
"Jeśli już coś rosło w ostatnich latach, to, panie premierze, na pewno wzrósł import gazu z Rosji z 9,3 mld m3 w roku 2015 do 13,7 mld m3 w roku 2017, a więc o 50%. I tu jest to 50%.",Marek Sawicki,Manipulacja
12 mld – tyle wynosi w tej chwili zadłużenie szpitali. Jest to absolutny rekord.,Beata Małecka-Libera,Prawda
"Adam Glapiński, pan prof. Glapiński został powołany w 2016 r. na sześcioletnią kadencję, nie sposób go odwołać, ta kadencja jest zabetonowana w konstytucji.",Adam Bielan,Manipulacja
"Pan mówi, że mamy tu ograniczenie rezerwy ogólnej, ale dobrze wiemy – akurat jestem posłem pracującym w Komisji Finansów Publicznych – że ta rezerwa ogólna jest wyjątkowo duża w tym roku.",Paulina Hennig-Kloska,Fałsz
"Pani poseł mówiła, że suma środków zgromadzonych na rezerwie [ogólnej budżetu państwa] jakoś kosmicznie wzrosła. Ona wzrosła o mniej więcej 15%–20% (…) w stosunku do zeszłego roku. Dzisiaj ta suma wynosi ok. 250 mln zł.",Michał Dworczyk,Fałsz
"Nowy raport Oxfam: przez ostatni rok majątki miliarderów urosły o 12%, a biedniejszej połowy z nas zmalały o 11%.",Adrian Zandberg,Prawda
"Konstytucja została przyjęta w referendum, które jest niezgodne z projektem konstytucji. Dzisiaj w referendum musi być przekroczony próg 50 proc., a przyjęliśmy konstytucję, która przewiduje ten próg, bez tego progu.",Robert Gwiazdowski,Fałsz
"Wczoraj (15 I 2019 – przyp. Demagog) było głosowane sprawozdanie na temat podkreślania aspektu płci w Parlamencie Europejskim, gdzie Parlament przegłosował, że powinien być opracowany neutralny płciowo język.",Dobromir Sośnierz,Prawda
"GUS wyliczył, że najczęściej pobierana pensja w Polsce to jest pensja która wynosi 1500 zł netto.",Paweł Kukiz,Prawda
"VAT w Polsce jest najwyższy w Unii Europejskiej, 23% na energię elektryczną. Dlaczego Brytyjczycy, Francuzi mogą płacić 5% VAT-u, i tak 8 państw w Unii Europejskiej, a Polacy mają płacić 23?",Stanisław Tyszka,Fałsz
"Zaglądając do raportu opublikowanego w listopadzie 2018 r. przez Agencję Praw Podstawowych UE – to jest oficjalny raport Unii Europejskiej na temat antysemityzmu – Polska jest tam na jednym z ostatnich miejsc, gdzie dochodzi do incydentów antysemickich. Warto podać kilka faktów: Niemcy – 1504 takie incydenty, Wielka Brytania – 1382, Polska – 73. I ostatnie zdanie: porównanie z rokiem 2015 – 167 takich incydentów. Krótko mówiąc, liczba incydentów spada.",Michał Dworczyk,Manipulacja
"Wiadomości TVP1 straciły 1,5 mln widzów od 2015 r.",Cezary Tomczyk,Prawda
"W przypadku 500+ wykluczyliście państwo aż 45% dzieci, dokładnie 3,1 mln dzieci, daliście 3,8 mln dzieci.",Marzena Okła-Drewnowicz,Prawda
"Przypomnę trochę strasznie dawne czasy. To jest wtedy, kiedy jeszcze dinozaury były, a ludzie nie mieli żadnych strzelb, nie mieli żadnej broni nowoczesnej, która pozwoliłaby je zabić. Wie Pani co robili? Rzucali kamieniami w tego dinozaura.",Ewa Kopacz,Fałsz
"Generalnie POLADA pobiera około 4000 próbek rocznie. Procent złapanych dopingowiczów to jest około, powiedzmy sobie, 50–60 przypadków rocznie.",Witold Bańka,Fałsz
"GUS wylicza, że 1400 zł potrzeba na utrzymanie, na przeżycie osoby w Polsce na takim naprawdę podstawowym poziomie.",Agnieszka Ścigaj,Prawda
"Mamy tylko 30 akredytowanych laboratoriów na świecie, z akredytacją WADY, w tym jedno nasze w Warszawie, i tylko jedno w Afryce.",Witold Bańka,Prawda
"Chciałem tutaj przypomnieć, że 13 września 2017 r. ponad 180 naukowców i lekarzy z 36 krajów podpisało apel, w którym domagali się oni zawieszenia technologii 5G w Europie.",Robert Majka,Prawda
Jesteśmy jednym z najszybciej starzejących się społeczeństw w Europie.,Małgorzata Zwiercan,Fałsz
"Leki dla osób, które osiągnęły 75 lat. Na przykład w Wielkiej Brytanii dotyczy to osób, które osiągnęły 60 rok życia, dotyczy to dzieci do 18 roku życia, kobiety w ciąży, rok po ciąży.",Stanisław Karczewski,Prawda
"Jeśli chodzi o pytanie dotyczące liczby studentów zagranicznych, którzy obecnie podjęli studia na polskich uczelniach, w zaokrągleniu mogę podać, że jest to liczba ok. 75 tys.",Renata Szczęch,Prawda
"Włochy są niezwykle ważnym partnerem gospodarczym Polski. Trzecim jeśli chodzi o poziom handlu. Ponad 22 mld euro rocznie handlujemy z Włochami, to jest trzeci nas partner po Niemczech i po Chinach.",Adam Bielan,Prawda
"Gdyby wierzyć sondażom, nie byłoby mnie w drugiej turze.",Kacper Płażyński,Manipulacja
"Kamerki wprowadziliście [PiS – nową ustawą o wyborach samorządowych], które potem musieliście usunąć, bo nie znacie przepisów UE.",Paweł Adamowicz,Prawda
"Cena energia cieplnej jest ustalana od samego początku przez Urząd Regulacji Energetyki, czyli organ rządowy.",Paweł Adamowicz,Manipulacja
W Gdańsku budujemy w tej chwili nową szkołę w Gdańsku Południu.,Paweł Adamowicz,Prawda
"Żadna brygada ONR-u nie ma w Polsce najmniejszego znaczenia politycznego. To margines marginesów, znacznie mniejszy niż w krajach ościennych.",Piotr Gliński,Prawda
"Wg PIS w miastach mieszka 15% ludności Polski. Chyba mylą im się procenty z milionami. W 107 miastach prezydenckich mieszka 15 mln osób, co stanowi 39% ludności. We wszystkich miastach mieszka ponad 60% ludności Polski.",Marcin Święcicki,Prawda
"W październiku 2018 r. UOKiK przedstawił wyniki wycinkowe badań produktów (…) żywnościowych, z których wynika, że (…) produkty żywnościowe gorszej jakości przeznaczają koncerny na rynki Europy Wschodniej.",Stanisław Tyszka,Nieweryfikowalne
Marsz Niepodległości jest zgłoszony przez Stowarzyszenie Marsz Niepodległości jako zgromadzenie cykliczne do roku 2020 włącznie.,Krzysztof Bosak,Prawda
Współpraca handlowa pomiędzy stroną polską a czeską jest bardzo dobra. Cała grupa #V4 jest największym partnerem handlowym Niemiec.,Mateusz Morawiecki,Prawda
Uzyskiwanie zgody na manifestację w Polsce nie jest niezbędne.,Krzysztof Bosak,Prawda
"Komisje śledcze zostały wprowadzone do ustroju państwowego w 2000 roku z inicjatywy ówczesnego posła Marka Jurka i na okoliczność spraw, w których państwo nie zadziałało, np. nie poradziło sobie z jakąś aferą.",Jarosław Sellin,Fałsz
Zgodnie z badaniami Instytutu Badań Strukturalnych ok. 12% mieszkańców Polski jest dotkniętych ubóstwem energetycznym.,Jadwiga Emilewicz,Prawda
"Ona (Ustawa o wspieraniu przemysłu stoczniowego i przemysłów komplementarnych) zakłada zerowy podatek VAT na przebudowy, remonty, (…) budowy statków w polskich stoczniach.",Grzegorz Witkowski,Prawda
Patrzymy do ostatniego raportu NIKu. 100 spółek skarbu państwa nie ma szans rozwojowych. Czytaj: jest w bardzo trudnej sytuacji.,Janusz Piechociński,Prawda
"W ub. r. budżet 4 kancelarii (PAD, PMM, Sejmu i Senatu) przekroczył miliard.",Andrzej Rzońca,Manipulacja
"Wiecie, jak rośnie liczba odmów szczepionek? 13 tys. – w 2014 r., 17 tys. – w 2015 r., 23 tys. – w 2016 r., 30 tys. osób nie zaszczepiło dzieci w 2017 r.",Ryszard Petru,Prawda
"Przypomnijmy, że premier Beata Szydło obiecała w 2015 roku powrót do niższych stawek VAT",Paulina Hennig-Kloska,Prawda
"Z tytułu wprowadzenia podatku bankowego do budżetu państwa wpada o 4,5 mld zł dodatkowych pieniędzy.",Paulina Hennig-Kloska,Prawda
"W roku 2018 wskaźnik zagrożenia ubóstwem lub wykluczeniem społecznym – to są dane unijne i GUS-owskie – spadł do poziomu 19,5%, a wynosił 21,9% w roku 2017.",Filip Świtała,Manipulacja
We Francji czy Niemczech niemożliwa jest koncentracja kapitału obcego w mediach,Ryszard Czarnecki,Manipulacja
Groźba niewypełnienia celu w zakresie odnawialnych źródeł energii (OZE) w finalnym zużyciu jest realna. Bo mamy do czynienia z malejącym udziałem zielonej energii. W 2016 r. przekroczył on zaledwie próg 11 proc. i był najniższy od 2013 r.,Krzysztof Kwiatkowski,Prawda
W przypadku afery GetBack mamy 10 tysięcy poszkodowanych.,Przemysław Wipler,Prawda
"Jest siedmiu prezydentów z legitymacją SLD w skali kraju i to jest drugi wynik w skali kraju. Platforma dwudziestu dwóch, my siedmiu, PiS pięciu, PSL dwóch i Kukiz jeden.",Włodzimierz Czarzasty,Prawda
"2015 rok – 4,9 mln ton (węgla importowanego z Rosji). 2016 – 5,2 mln. 2017 – 8,7 mln ton. Do czerwca 2018 r. aż 6,4 mln ton. To znaczy, że rzeczywiście jest ogromny wzrost.",Jakub Kulesza,Prawda
"Chcę tylko podkreślić, że już raz głosowanie nad in vitro we Wrocławiu było. Obecni radni albo byli przeciwko, albo uciekali od głosu",Małgorzata Tracz,Manipulacja
"W 4,5 miliardowym budżecie Wrocławia ponad 1 mld 300 mln to są wydatki na wrocławską edukację.",Jacek Sutryk,Fałsz
"Jest część wynagrodzenia [nauczycieli], część dodatków, które są finansowane ze środków samorządu.",Waldemar Buda,Manipulacja
Po 1989 roku w zasadzie nie udało nam się w wyborach samorządowych takiej frekwencji (60% – przyp. Demagog) uzyskać,Artur Zborowski,Prawda
"(function(d,s,id){var js,fjs=d.getElementsByTagName(s)[0] - if(d.getElementById(id))return - js=d.createElement(s) - js.id=id - js.src='https://connect.facebook.net/de_DE/sdk.js#xfbml=1&#038 - version=v3.1' - fjs.parentNode.insertBefore(js,fjs) - }(document,'script','facebook-jssdk')) - MIASTO WOLNOŚCI – to jest możliwe❗O 12:30 na Placu Wolności zorganizowaliśmy konferencje prasową na temat naszych…Gepostet von Krzysztof Lipczyk am Dienstag, 9. Oktober 2018",Krzysztof Lipczyk,Fałsz
"Nie udało się wprowadzić mojej uchwały o pierwszym planie rozwoju osiedla „Wschód Śródmieścia”, gdy jednocześnie wydaje się bez mrugnięcia okiem prawie 85 mln na podziemną drogę.",Urszula Niziołek-Janiak,Prawda
"Cały olbrzymi proces rewitalizacji, to przeszło 5 mld złotych, które zrealizujemy w najbliższej perspektywie 3 lat.",Hanna Zdanowska,Fałsz
My korzystamy z funduszy europejskich na realizację tzw. zintegrowanego transportu zbiorowego. Nie na budowę dróg.,Krzysztof Żuk,Fałsz
Mamy ich blisko 60% [przedsiębiorców łódzkich]. To są jednoosobowe działalności gospodarcze.,Rafał Górski,Fałsz
Na same odsetki (od długu miasta) wydajemy rocznie 35 mln zł.,Jakub Kulesza,Prawda
"Jeśli chodzi o czas spędzony w korkach, Lublin też nie wypada dobrze. Wprawdzie Warszawa to 41 min dziennie, Łódź 46, Kraków 34, ale Lublin to 37",Jakub Kulesza,Prawda
"Jeden z moich kontrkandydatów stwierdził dziś, że na Aqua Lublin rocznie chodzi „około 30 tys. mieszkańców”. Nie wie? Kłamie? Tylko w tym roku w Aqua było ponad 300 tys. osób. Wynik finansowy Aqua Lublin za 2017: 1 276 117 zł.",Krzysztof Żuk,Prawda
"Nie może być tak, że córka radnej miejskiej Marty Wcisło bez żadnego konkursu zostaje mianowana wiceprezesem jednej ze spółek-córek spółki miejskiej",Jakub Kulesza,Prawda
"Uchwała lokalizacyjna w trybie tzw. specustawy mieszkaniowej wymaga zgody Rady Miasta. Lokalizacja musi być zgodna ze studium, które przyjmuje Rada Miasta. Inwestor musi przedstawić pełną koncepcję urbanistyczno – architektoniczną, spełniając standardy urbanistyczne zawarte w ustawie. Zarówno Studium, jak i standardy określa Rada Miasta.",Sylwester Tułajew,Prawda
Wtedy (w 2015 r.) zdobyłam trochę więcej (…) to było 2200 (głosów).,Magdalena Długosz,Prawda
"Od kilku lat bardzo intensywnie debatowaliśmy (nt. Zalewu Zemborzyckiego) z naukowcami, co zrobić(…). W roku ubiegłym (…) większość naukowców wypowiedziała się za zdjęciem tzw. namułu (…), w którym są zarodniki sinic”.",Krzysztof Żuk,Prawda
Zwolniliśmy z opłat dzieci ze szkół podstawowych i gimnazjów.,Krzysztof Żuk,Prawda
"Również nie będzie zwiększany podatek od nieruchomości, to co robi nieustannie przewodniczący Żuk.",Sylwester Tułajew,Prawda
Co czwarty radny Rady [m.st. Warszawy – przyp. red.] jest milionerem.,Piotr Ikonowicz,Fałsz
"Jestem jedynym radnym z tego całego towarzystwa [kandydatów na prezydenta Warszawy – przyp.red.], jako jedyny się zajmowałem Warszawą od wielu, wielu lat.",Jan Śpiewak,Manipulacja
"Koszt utrzymania [stołecznych – przyp. red.] urzędników, ich samych pensji, to jest koszt 2,5 mld zł.",Paweł Tanajno,Fałsz
"Pani Hanna Gronkiewicz-Waltz zleciła kilka lat temu badania nad długowiecznością warszawiaków w poszczególnych dzielnicach. Z tych badań wynika, że na Pradze Północ mężczyzna ma szansę pożyć 16 lat krócej niż w dzielnicy Wilanów.",Piotr Ikonowicz,Manipulacja
"Rocznie we Wrocławiu w wyniku wypadków drogowych ginie 11 osób, a ponad 100 zostaje ciężko rannych.",Marta Lempart,Fałsz
Obsługa długu (Wrocławia) to około 200 milionów,Zbigniew Jarząbek,Fałsz
We Wrocławiu na 1000 mieszkańców przypada aż 632 samochody.,Marta Lempart,Prawda
"Miasto płaci 600 tys. złotych kar za niewykonanie wyroku za dostarczenie mieszkania socjalnego w wyniku wyroku sądu dla pań z dziećmi, które powinny mieszkać osobno niż kaci, którzy mieszkają z nimi.",Katarzyna Obara-Kowalska,Nieweryfikowalne
"Fundacja Batorego, zresztą w efekcie moich wypowiedzi, jakiś czas temu zrobiła taki raport, z którego wynika, że na 37 radnych, 20 jest albo zatrudnionych wprost albo pośrednio przez urzędy albo przez placówki podlegające prezydentowi Dutkiewiczowi",Katarzyna Obara-Kowalska,Fałsz
"Głównym problemem jest to, że jesteśmy skoncentrowani na piłce nożnej. To jedyna dziedzina sportu, w którą zainwestowano z pieniędzy publicznych ponad 100 mln zł",Katarzyna Obara-Kowalska,Prawda
"Obecnie mamy bardzo małą średnią, jeśli chodzi o przesył, jest to dwadzieścia parę na godzinę auta się poruszają po Wrocławiu, jest to jedna z najmniejszych prędkości, jeśli chodzi o Polskę.",Mieczysław Maj,Manipulacja
"Trzeba przypomnieć, że mieszkańcy Wrocławia tytułem zaległych opłat za mieszkania komunalne są winni Wrocławiowi około 0,5 mld złotych",Jerzy Michalak,Prawda
W 2017 roku podłączono we Wrocławiu (do sieci ciepłowniczej) tylko 2 kamienice.,Mirosława Stachowiak-Różecka,Prawda
"W małych miastach niemieckich, 200, 300 tysięcznych, jest metro.",Mieczysław Maj,Prawda
My sobie (z reformą edukacji) poradziliśmy wydając przy tym dodatkowo 100 milionów złotych wcześniej niezaplanowanych środków finansowych.,Jacek Sutryk,Fałsz
"10% osób pracujących w mieście pracuje w branży turystycznej, a nie do wyliczenia jest to, jak dużo miejsc pracy poza tą branżą zależne jest od ruchu turystycznego.",Konrad Berkowicz,Prawda
"Sama obsługa długu miasta w Krakowie to jest kwota wielkości rzędu 100 mln zł rocznie, same odsetki.",Konrad Berkowicz,Prawda
"Nie wiem jaki będzie teraz deficyt, ale w tamtym roku brakowało 100 mln zł.",Jolanta Gajęcka,Fałsz
Cały budżet na sport w Krakowie to 170 mln zł rocznie.,Łukasz Gibała,Prawda
Prawie 100 tysięcy osób pracuje w Krakowie w branży outsourcingu.,Łukasz Gibała,Fałsz
W ciągu roku w Warszawie wyszlifowano 10x więcej torów niż w ciągu ostatnich 10 lat w Krakowie. Czyli to jest stosunek 100 do 1.,Łukasz Gibała,Nieweryfikowalne
"Kraków zdobył pierwsze miejsce w rankingu samorządów, które inwestowały najwięcej w latach 2015-2017. W kategorii miast wojewódzkich wyprzedził m.in. Poznań, Rzeszów i Toruń.",Jacek Majchrowski,Prawda
"Chce Pan wmówić mieszkańcom, że szkoły i przedszkola objęte są monitoringiem? Przecież to nieprawda, poniższe zestawienie mówi samo za siebie:– przedszkole: liczba placówek: 370, liczba placówek objętych monitoringiem: 43 – szkoła podstawowa: liczba placówek: 200, liczba placówek objętych monitoringiem: 91 – licea ogólnokształcące: liczba placówek: 113, liczba placówek objętych monitoringiem: 21 – technikum: liczba placówek 29, liczba placówek objętych monitoringiem: 29",Małgorzata Wassermann,Nieweryfikowalne
"Wpływy z PITu nie maleją, one w ciągu 4 lat wzrosły z 750 mln złotych do ponad miliarda.",Jacek Jaśkowiak,Prawda
Ujemne saldo migracji po raz pierwszy zeszło do poziomu poniżej 2 tysięcy.,Jacek Jaśkowiak,Manipulacja
"Po zakupie 50 nowych tramwajów, które od października tego roku zaczną wjeżdżać na tory będziemy mieli najnowocześniejszy transport jeśli chodzi o tramwaje w Polsce. Będziemy mieli udział tramwajów niskopodłogowych na poziomie 80%, w stosunku na przykład do Łodzi 14% czy Krakowa 44%.",Jacek Jaśkowiak,Nieweryfikowalne
To oni [radni miejscy] uchwalają plany zagospodarowania przestrzennego.,Kacper Płażyński,Prawda
"Moim zdaniem, jednym z takich programów, który jest niezbyt trafiony, to tzw. reforma śmieciowa i co za tym idzie wymiana wszystkich kubłów na śmieci. Jeszcze niedawno wystarczyły trzy, a teraz potrzeba ich aż pięciu. I oczywiście wszystkie muszą być pod jeden wzór.",Andrzej Ceynowa,Manipulacja
"Ponad 80 proc. tej kwoty [budżetu miasta] pochłaniają koszty stałe, czyli różnego rodzaju wydatki.",Andrzej Ceynowa,Fałsz
"Większe wyzwanie to oczywiście taryfa SKM, która jest własnością – przypomnimy – PKP.",Paweł Adamowicz,Prawda
Nowy Jork ma 51 radnych.,Jarosław Bogusławski,Prawda
Los Angeles albo San Francisco ma 22 radnych.,Jarosław Bogusławski,Fałsz
Przez 8 lat pracy w radzie miejskiej byłam na około 85 proc. sesji.,Katarzyna Obara-Kowalska,Prawda
Zwiększyliśmy w ciągu tych 5 lat liczbę kursów w aglomeracji o 100.,Jerzy Michalak,Nieweryfikowalne
"W ciągu 5 ostatnich lat zwiększyliśmy na Dolnym Śląsku liczbę podróżujących pociągami, głównie w aglomeracji wrocławskiej, o 75%",Jerzy Michalak,Nieweryfikowalne
Ostatnia liczba: 65 tysięcy ludzi codziennie przywozimy i odwozimy z Wrocławia.,Jerzy Michalak,Nieweryfikowalne
4 mln złotych w każdym roku (przeznacza się – przyp. Demagog) na odpompowywanie wody z podziemnego parkingu w Narodowym Forum Muzyki.,Mirosława Stachowiak-Różecka,Manipulacja
"Największym problem są kopciuchy – piece, to one stanowią we Wrocławiu źródło smogu, mniej więcej szacowane przez ekspertów na 60%.",Mirosława Stachowiak-Różecka,Prawda
Co roku oddajemy tysiąc miejsc przedszkolnych publicznych i tysiąc niepublicznych.,Jacek Sutryk,Fałsz
We Wrocławiu mamy ok. 37 tys. mieszkań komunalnych.,Jacek Sutryk,Prawda
"Osób niepełnosprawnych jest dzisiaj we Wrocławiu ponad 43 tysiące, gdybyśmy się chcieli kierować kryterium orzeczeń wydawanych przez zespoły orzekania o niepełnosprawności",Jacek Sutryk,Nieweryfikowalne
"Wrocław jest miastem, które ma nieco ponad 12 proc. terenów zielonych, z czego prawie osiem proc. to są lasy dookoła Wrocławia, więc bardzo mocno brakuje nam zieleni. Katowice, czy Zielona Góra mają ponad 40 proc. zieleni w mieście",Małgorzata Tracz,Prawda
"Wrocław zdecydowanie mniej wydaje na walkę ze smogiem niż np. Kraków, a problem mamy obecnie porównywalny.",Małgorzata Tracz,Manipulacja
"Jesteśmy już chyba jedynym krajem w okolicy, który ma deficyt budżetowy.",Grzegorz Długi,Fałsz
"Zwiększyliście wydatki na IPN (w projekcie budżetu na 2019r.) (…) o 101 mln w stosunku do 2015 r. Było 249 mln, jest 350.",Sławomir Nitras,Prawda
"Pan minister Arłukowicz, który dzisiaj tak z troską pochyla się nad pielęgniarkami, z tego co mi wiadomo, to nie przeznaczył na podwyżki dla pielęgniarek ani złotówki.",Łukasz Szumowski,Prawda
Nasza Krajowa Rada Sądownictwa składa się z 25 członków i zdecydowana większość z nich jest mianowana przez władzę sądowniczą.,Mateusz Morawiecki,Fałsz
"Mamy około 250 wójtów, burmistrzów, prezydentów z listy Polskiego Stronnictwa Ludowego.",Władysław Kosiniak-Kamysz,Prawda
360 mln zł – na tyle teraz wyceniana jest ta działka 15 hektarowa przez dyrekcję szpitala [uniwersyteckiego].,Jolanta Gajęcka,Prawda
(…) przecież nie będzie żadnej stacji przeładunkowej odpadów. Takie zapewnienia składała gwiazda łódzkiego magistratu – Pan Wiceprezydent Tomasz Trela. Teraz widzimy jak rusza budowa hali tej stacji.,Krzysztof Lipczyk,Prawda
"A teraz doszedł jeszcze nowy podatek, o którym łodzianie nie wiedzą, podatek od wybetonowania. (…) Jeżeli 70% terenu jest zabetonowanego, to już ten podatek podlega. Czyli 30, zgodnie z prawem unijnym, 30% powinno być terenów zielonych na terenie zakładu.",Zbigniew Maurer,Nieweryfikowalne
Mamy zadłużenie 2 miliardy 524 miliony i 150 milionów odsetek rocznie do zapłacenia (w Łodzi).,Piotr Misztal,Fałsz
"Gdy CBA zatrzymało dyrektora Zarządu Transportu i Dróg Grzegorza N., a prokuratura postawiła mu zarzuty, Zdanowska postanowiła powierzyć mu stanowisko prezesa w Łódzkiej Spółce Infrastrukturalnej podległej miastu.",Agnieszka Wojciechowska van Heukelom,Manipulacja
[Wprowadziłam] pierwszy w Polsce program bezpłatnych obiadów.,Urszula Niziołek-Janiak,Prawda
"W 2017 r. wybudowano w całej Łodzi niewiele ponad 2800 mieszkań łącznie, podczas kiedy w takim Wrocławiu mieszkań powstało 9000.",Agnieszka Wojciechowska van Heukelom,Fałsz
"(…) jeśli chodzi o rewitalizację. To jest przeszło 4 mld, w którym mieliśmy zaplanowany udział własny w granicach do 25, różnie, w zależności od rodzaju inwestycji czy do 35%.",Hanna Zdanowska,Manipulacja
"Temat Konstytucyjnej rozgrywał się myślę, że około 2-3 lat temu, kiedy to mieszkańcy zablokowali tą inwestycję, bo wtedy byliśmy przygotowani do realizacji tej inwestycji. Mieszkańcy ją zablokowali.",Hanna Zdanowska,Manipulacja
